"Story","Title","Result","Date","Stability","Duration (s)"
"Validar que los elementos realicen sus acciones correspondientes","Realizar una busqueda de hotel","PENDING","2023-07-18T10:30:46.735-05:00[America/Bogota]","0.0","3.06"
