"Story","Title","Result","Date","Stability","Duration (s)"
"Validar que los elementos realicen sus acciones correspondientes","Realizar una busqueda de hotel","ERROR","2023-07-18T10:35:07.093-05:00[America/Bogota]","0.0","5.12"
